id,business_type,category_name,google_category_id,product_name,price_cents,brand,description,sku_pattern,generation_source,usage_count,quality_score,created_at,last_used_at,image_url,thumbnail_url,image_width,image_height,image_bytes,enhanced_description,features,specifications,has_image,image_quality
i-1erm7afr,fashion,Men's Shirts,t-ccu0mh28_mens-shirts,Calvin Klein Men's Cotton Stretch Dress Shirt - Size Medium,5900,Calvin Klein,"A premium, slim-fit dress shirt designed for all-day comfort and style.",CKM-CDSS-M-001,ai,1,0,2025-12-08 16:53:06.445,,,,,,,"Introducing the Calvin Klein Men's Cotton Stretch Dress Shirt, the perfect blend of sophistication and comfort for the modern man. Crafted from a luxurious cotton blend, this shirt offers a slight stretch to ensure a flattering, slim fit that moves with you. Its sleek design features a classic collar and buttoned cuffs, making it ideal for both office wear and formal occasions. The shirt's durable fabric ensures it can withstand the rigors of daily wear while maintaining its shape and color. Whether you're presenting in the boardroom or attending a wedding, this Calvin Klein dress shirt will keep you looking sharp and feeling comfortable all day long.","[""Slim-fit design for a tailored look"", ""Made from a comfortable cotton blend with a hint of stretch"", ""Classic collar and buttoned cuffs for a timeless appeal"", ""Durable fabric maintains shape and color through washes"", ""Versatile style suitable for formal and casual settings""]","{""size"": ""Medium"", ""color"": ""White"", ""material"": ""Cotton blend"", ""quantity"": ""1 piece"", ""careInstructions"": ""Machine washable""}",f,
i-j62zyiwu,fashion,Men's Pants,t-ccu0mh28_mens-pants,Classic Straight-Fit Chinos - Size 32,4999,Banana Republic,"A versatile pair of straight-fit chinos in navy, perfect for casual or semi-formal wear.",BR-CHINO-NAV32,ai,1,0,2025-12-08 16:53:17.596,,,,,,,"Introducing our Classic Straight-Fit Chinos, your new go-to for every occasion that calls for a touch of class without sacrificing comfort. Crafted from a premium cotton blend, these chinos offer a soft feel with enough stretch to move with you through your day. The timeless navy color ensures they pair effortlessly with everything in your wardrobe, from crisp white shirts to casual polos. A flat front and four-pocket design maintain a sleek and polished look, making these chinos an essential piece for the modern man's wardrobe. Whether you're heading to the office or enjoying a weekend outing, these chinos provide the perfect balance of style and practicality.","[""Premium cotton blend for comfort and durability."", ""Straight-fit design for a timeless look."", ""Flexible waistband for an optimized fit."", ""Machine washable for easy care."", ""Versatile navy color for easy pairing.""]","{""fit"": ""Straight"", ""care"": ""Machine washable"", ""size"": ""32"", ""color"": ""Navy"", ""material"": ""Cotton blend"", ""quantity"": 1}",f,
i-lwuize83,fashion,Accessories,t-ccu0mh28_accessories,Elegant Silver Cufflinks,3499,Gentlemen's Corner,"Sophisticated sterling silver cufflinks, perfect for formal wear.",GC-CUFF-925SIL,ai,1,0,2025-12-08 16:53:30.153,,,,,,,"Introducing the Elegant Silver Cufflinks from Gentlemen's Corner, the perfect accessory for the modern gentleman. Crafted with precision and care, these sterling silver cufflinks boast a timeless design that adds a touch of sophistication to any formal outfit. Whether you're attending a wedding, heading to a business meeting, or dressing up for a special occasion, these cufflinks will ensure you look your best.

Each pair is meticulously designed to showcase elegance and durability. The high-quality sterling silver not only adds a luxurious shine but also ensures longevity, so you can treasure these cufflinks for years to come. The simple yet stylish design makes them versatile enough to complement any shirt and suit combination, making them an essential addition to your accessory collection.

Elevate your style and make a statement with the Elegant Silver Cufflinks by Gentlemen's Corner. Ideal for gifting or adding to your own collection, these cufflinks are a testament to timeless elegance and quality craftsmanship.","[""Crafted from high-quality sterling silver for durability and shine."", ""Timeless design, perfect for any formal occasion."", ""Versatile and elegant, suitable for a wide range of shirt and suit combinations."", ""Comes in a sophisticated gift box, making it an ideal gift.""]","{""Color"": ""Silver"", ""Material"": ""Sterling Silver"", ""Quantity"": ""1 Pair"", ""Dimensions"": ""0.75 inches x 0.75 inches""}",f,
i-jalzt2ui,fashion,Shoes,t-ccu0mh28_shoes,Nike Air Zoom Pegasus 38 Men's Running Shoes - Size 10,12000,Nike,"The Nike Air Zoom Pegasus 38 provides a snug, responsive fit for long runs.",NIK-ZOOM38-M10,ai,1,0,2025-12-08 16:53:40.328,,,,,,,"Take your running to the next level with the Nike Air Zoom Pegasus 38 Men's Running Shoes. Designed for every runner, from the seasoned marathoner to the casual jogger, these shoes feature a breathable mesh upper for comfort, along with Nike's signature Air Zoom midsole for responsive cushioning. The rubber outsole provides durable traction, ensuring stability on a variety of surfaces. With a sleek design and enhanced comfort technology, the Pegasus 38 is your perfect partner for hitting the pavement.

The Pegasus 38 includes a wider forefoot for increased toe space, ensuring a better fit and more comfortable run. The shoe's midsole is designed to provide both forefoot firmness for push-off and rearfoot softness for absorbing impact, making it ideal for long distances. The integrated Flywire cables provide a secure, locked-in fit, adapting to your foot as you move. Whether you're training for a marathon or enjoying a leisurely jog, the Nike Air Zoom Pegasus 38 offers the support, comfort, and durability you need.","[""Breathable mesh upper for maximum comfort"", ""Nike Air Zoom midsole for responsive cushioning"", ""Rubber outsole for durable traction"", ""Wider forefoot for a better fit and increased comfort"", ""Flywire cables that provide a secure, locked-in fit""]","{""size"": ""10"", ""color"": ""Black/White"", ""weight"": ""280g"", ""material"": ""Mesh upper, Rubber outsole""}",f,
sid-jw63epve,books_media,Non-Fiction,t-ccu0mh28_non-fiction,Non-Fiction Item 1,999,Generic,Quality non-fiction product for everyday use.,,ai,1,0,2025-12-14 12:32:05.155,,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-7rrpl2dg/original-1765715626819.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-7rrpl2dg/thumb-1765715626819.jpg,1024,1024,184028,,,,t,standard
sid-btsh4m40,electronics,Accessories,chain_location_1766069987995_0_accessories,Anker PowerLine II Lightning Cable (6ft),1299,Anker,A durable and fast charging cable compatible with Apple devices.,ANK-LCAB-6FT,ai,1,0,2025-12-18 15:02:37.508,,,,,,,"The Anker PowerLine II Lightning Cable is the ultimate charging companion for all your Apple devices. Measuring 6 feet in length, it offers the perfect balance between mobility and accessibility, allowing you to charge your devices with ease whether at home, in the office, or on the go. Crafted with durability in mind, the PowerLine II has been rigorously tested to withstand over 12,000 bends, ensuring it can handle the stresses of everyday use. Its enhanced charging capability not only supports high-speed charging when paired with a compatible charger but also ensures safe and reliable performance with its MFi certification.","[""MFi Certified for flawless compatibility with Apple Lightning devices"", ""High-speed charging supported"", ""Extremely durable, with a 12,000 bend lifespan"", ""6 feet in length for convenient usage"", ""Backed by Anker's lifetime warranty""]","{""length"": ""6ft"", ""warranty"": ""Lifetime"", ""bendLifespan"": ""12,000"", ""certification"": ""MFi"", ""compatibility"": ""Apple Lightning devices""}",f,
sid-cbgzwy2i,books_media,Non-Fiction,t-ccu0mh28_non-fiction,Non-Fiction Item 2,1499,Generic,Premium non-fiction product with enhanced features.,,ai,3,0,2025-12-14 12:32:06.141,2025-12-19 20:58:52.682,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-wsihzoqo/original-1765715641391.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-wsihzoqo/thumb-1765715641391.jpg,1024,1024,117188,,,,t,standard
sid-0rgpq9t7,pharmacy,Baby Care,tid-c2r2kf8v_baby-care,"GentleCare Hypoallergenic Baby Wipes, 80 ct",299,GentleCare,"Ultra-soft, hypoallergenic baby wipes for sensitive skin.",GC-HBW-80CT,ai,2,0,2025-12-22 21:21:37.889,2026-04-02 07:22:23.459,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-c2r2kf8v/products/sid-5ms4g1ui/original-1766438615929.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-c2r2kf8v/products/sid-5ms4g1ui/thumb-1766438615929.jpg,1024,1024,97086,"Introducing GentleCare Hypoallergenic Baby Wipes, designed with your baby's delicate skin in mind. Our baby wipes are made from ultra-soft, hypoallergenic materials that are gentle enough for the most sensitive skin. Each wipe is infused with aloe vera and vitamin E to help soothe and moisturize skin while effectively cleaning. With 80 wipes in each pack, you have ample supply to keep your baby clean and comfortable. GentleCare Hypoallergenic Baby Wipes are free from alcohol, parabens, and phthalates, making them safe for newborns, babies, and toddlers. Whether at home or on the go, our baby wipes provide the ultimate care and convenience for busy parents.","[""Ultra-soft and hypoallergenic, ideal for sensitive skin"", ""Infused with aloe vera and vitamin E to soothe and moisturize"", ""Free from alcohol, parabens, and phthalates"", ""80 wipes per pack, providing great value"", ""Portable and convenient for on-the-go use""]","{""size"": ""80 ct"", ""quantity"": 80, ""ingredients"": ""Aqua, Aloe Barbadensis Leaf Juice, Tocopheryl Acetate (Vitamin E), Caprylyl Glycol"", ""packageDimensions"": ""7.9 x 4.3 x 1.9 inches""}",t,standard
i-o5iik3r8,grocery,Snacks,t-m11e6ur7_snacks,Lay's Classic Potato Chips - 8.5 oz,349,Lay's,Crispy and delicious classic potato chips.,LAY-8520-CLS,ai,3,0,2025-12-08 22:20:51.76,2026-02-28 01:23:07.096,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-3u6ipqe6/original-1765232964814.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-3u6ipqe6/thumb-1765232964814.jpg,1024,1024,106000,"Experience the irresistible crunch of Lay's Classic Potato Chips, made with three simple ingredients: potatoes, vegetable oil, and salt. Each chip is perfectly crispy, making them the ideal snack for any occasion. Whether you're enjoying a family picnic, a solo snack break, or a gathering with friends, Lay's Classic Chips are there to add that extra bit of joy with their savory taste. Dive into a bag of these mouth-watering chips that have been a staple in snack pantries around the world.","[""Made with three simple ingredients"", ""Perfectly crispy and crunchy"", ""Ideal for any snacking occasion"", ""Large 8.5 oz bag for sharing"", ""Gluten-free snack""]","{""size"": ""8.5 oz"", ""calories"": ""160 per serving"", ""quantity"": ""1 bag"", ""ingredients"": ""Potatoes, Vegetable Oil (Sunflower, Corn, and/or Canola Oil), and Salt""}",t,standard
i-7xd2uzag,grocery,Snacks,t-m11e6ur7_snacks,Clif Bar Energy Bar - Chocolate Chip - 12 Count,1599,Clif Bar,Nutritious and tasty energy bars with chocolate chips.,CLF-CHCHIP-12PK,ai,1,0,2025-12-08 22:20:52.155,,,,,,,"Clif Bar Energy Bars in Chocolate Chip are the perfect way to fuel up your day. Made with nutritious, wholesome ingredients, these bars are designed to sustain your energy levels during busy days, outdoor adventures, or intense workout sessions. Each bar contains a unique blend of protein, fiber, and carbohydrates to keep you going without the crash. The delicious chocolate chip flavor feels like a treat, making it a snack you'll look forward to. Grab a Clif Bar when you need energy and taste to move forward.","[""Made with organic rolled oats"", ""Contains 9-11 grams of protein per bar"", ""Non-GMO and free of high-fructose corn syrup"", ""Comes in a pack of 12 for great value"", ""Delicious chocolate chip flavor""]","{""size"": ""12 Count"", ""calories"": ""250 per bar"", ""quantity"": ""12 bars"", ""ingredients"": ""Organic Rolled Oats, Soy Protein Isolate, Cane Syrup, Rice Flour, Chocolate Chips, Barley Malt Extract, etc.""}",f,
i-6ek8f2p4,grocery,Beverages,t-m11e6ur7_beverages,"Lipton Green Tea, 20 Tea Bags",399,Lipton,"Deliciously fresh and light green tea, packed in 20 individual tea bags.",LT-GT-20TB,ai,1,0,2025-12-08 22:20:21.219,,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-lfqa731o/original-1765232898508.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-lfqa731o/thumb-1765232898508.jpg,1024,1024,103936,"Lipton Green Tea offers a refreshingly light and soothing taste, perfect for any time of the day. This pack contains 20 individually wrapped tea bags, ensuring each cup is as fresh as the last. Made from the finest tea leaves, Lipton Green Tea is rich in flavonoids, which can help maintain heart health. Whether you're starting your morning or winding down in the evening, Lipton's Green Tea is the perfect beverage to relax and refresh yourself.","[""Made from the finest tea leaves"", ""Individually wrapped tea bags for freshness"", ""Rich in flavonoids to support heart health"", ""Light and refreshing taste"", ""20 tea bags per box""]","{""size"": ""20 tea bags"", ""quantity"": ""1 box"", ""ingredients"": ""Green tea""}",t,standard
